"iso3c","year","arr_nr","fdi_ofgdp","std_totald","debts_ratio","res_im","tr_bal_gdp","gdpdefl","gdppc","gdppc_gr","ex_rate","pop","quotash","country_nr","logpop","loggdppc","arrtype","apprdate","prtype","t_access","canc","comments","IMF_program","avg_part_yr","avg_yr_loansize","logavg_yr_loansize","meanv_US","meanv_CHN","el_democr","IM_fromUS","EX_toUS","IM_fromCHN","EX_toCHN","sh_aid","unsc","sumtok_AIV","sumsent_AIV","sumstok_P","sumssent_P","BRI_part"
"KNA",2015,NA,13.9551872386612,NA,NA,5.61280236892943,NA,-0.311616729064269,16726.3592744297,0.18919158121939,2.7,51204,0.00373,91,10.843572932976,9.72474115370777,NA,NA,NA,NA,NA,NA,0,2,NA,NA,0.269230769230769,0.717948717948718,NA,0.01,0.0025,5e-04,0,9.71053051785348e-06,0,36580,1099,23065,926,NA
"KNA",2016,NA,12.0068326712127,NA,NA,6.01128810738904,NA,2.30911740161915,17057.5297957744,1.97993189020519,2.7,51629,0.00262,91,10.851838809102,9.74434701547242,NA,NA,NA,NA,NA,NA,0,1,NA,NA,0.521929824561403,0.662280701754386,NA,0.01,0.0023,2e-04,0,1.84182969704359e-05,0,42677,1224,NA,NA,NA
"KNA",2017,NA,4.03454343096758,NA,NA,7.06571441850678,NA,4.7250833915992,16589.4665787434,-2.74402696424988,2.7,52036,0.00262,91,10.8596910657214,9.71652322948754,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.302325581395349,0.697674418604651,NA,0.0158,0.002,4e-04,0,1.25641384199555e-05,0,48076,1488,NA,NA,NA
"KNA",2018,NA,9.25508100916177,NA,NA,6.42446132023364,NA,-1.48838805446641,16943.6357147361,2.13490370116244,2.7,52438,0.00262,91,10.867386798325,9.7376475682437,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.294736842105263,0.715789473684211,NA,0.0126,0.0021,5e-04,1e-04,1.94976613850298e-06,0,NA,NA,NA,NA,NA
"KNA",2019,NA,8.7602329310522,NA,NA,NA,NA,1.31657061643016,17294.704568271,2.07198065070277,2.7,52834,0.00262,91,10.8749102018483,9.75815563930985,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55349649716731e-06,0,NA,NA,NA,NA,NA
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,NA,0.1667,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,2.589,0.1667,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,2.589,4.3679,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,NA,0.1667,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,2.589,4.3679,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,NA,4.3679,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,NA,0.1667,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,2.589,4.3679,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,NA,4.3679,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,NA,0.1667,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,2.589,0.1667,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,NA,4.3679,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,2.589,0.1667,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,2.589,0.1667,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,2.9332,2.589,4.3679,0.142,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2011,NA,0.779829260336608,NA,NA,5.39203401880798,1.10915021931877,1.2818638059201,23754.7724552742,2.89141199434026,1108.23333333333,49936638,1.411,92,17.7262655197648,10.0755387347612,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.611111111111111,0.651515151515151,0.784,6e-04,NA,4.3679,9.3333,2.02319305946053e-05,0,19505,618,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,NA,4.2793,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,NA,4.2793,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,2.5896,0.1724,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,2.5896,4.2793,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,2.5896,0.1724,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,2.5896,0.1724,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,2.5896,4.2793,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,NA,0.1724,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,2.5896,0.1724,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,NA,0.1724,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,2.5896,4.2793,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,2.5896,4.2793,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,NA,0.1724,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,NA,4.2793,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,2.7369,NA,4.2793,0.1376,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2012,NA,0.742779625917828,NA,NA,5.76906053221769,2.72977493268924,1.2518081696316,24197.9413704675,1.86559949596563,1126.80666666667,50199853,1.411,92,17.7315226563708,10.0940228411903,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.559782608695652,0.614130434782609,0.766,8e-04,NA,0.1724,9.28,2.26086673313997e-05,0,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,NA,4.127,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,NA,0.1643,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,NA,0.1643,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,NA,4.127,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,2.7553,4.127,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,2.7553,0.1643,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,NA,4.127,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,2.7553,4.127,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,2.7553,0.1643,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,2.7553,4.127,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,2.7553,0.1643,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,2.7553,0.1643,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,NA,4.127,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,2.7553,4.127,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,2.6424,NA,0.1643,0.1501,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2013,NA,0.93132803501368,NA,NA,6.19845985710316,4.63203726551721,1.01854380505277,24850.3543993397,2.69615096128955,1094.9825,50428893,1.411,92,17.7360748425925,10.1206272929659,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.459016393442623,0.639344262295082,0.728,4e-04,NA,0.1643,9.3884,1.15385918011823e-05,1,NA,NA,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,2.9759,4.2836,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,NA,4.2836,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,2.9759,4.2836,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,2.9759,4.2836,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,2.9759,0.1503,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,NA,0.1503,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,2.9759,0.1503,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,NA,0.1503,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,NA,4.2836,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,2.9759,4.2836,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,NA,0.1503,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,2.9759,0.1503,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,2.9759,0.1503,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,NA,4.2836,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,2.7455,NA,0.1503,9.7032,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2014,NA,0.624771688262979,NA,NA,6.54230372996403,5.04839983443905,0.906896750615815,25485.5840065102,2.55621950883497,1052.84,50746659,1.411,92,17.7423563412068,10.1458682382075,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.525,0.5875,0.716,0.0015,NA,4.2836,0.1464,2.53096325982455e-05,1,30995,1172,NA,NA,0
"KOR",2015,NA,0.279995559508797,NA,NA,7.92054537564851,6.84662866633004,3.18559596664953,26063.7064870504,2.26842940068582,1130.9525,51014947,1.411,92,17.7476292261809,10.1682990695388,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.538461538461538,0.58974358974359,0.718,3e-04,3.2007,0.1294,10.39,6.27152074148878e-06,0,29444,1004,NA,NA,0
"KOR",2015,NA,0.279995559508797,NA,NA,7.92054537564851,6.84662866633004,3.18559596664953,26063.7064870504,2.26842940068582,1130.9525,51014947,1.411,92,17.7476292261809,10.1682990695388,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.538461538461538,0.58974358974359,0.718,3e-04,3.2007,0.1294,0.1529,6.27152074148878e-06,0,29444,1004,NA,NA,0
"KOR",2015,NA,0.279995559508797,NA,NA,7.92054537564851,6.84662866633004,3.18559596664953,26063.7064870504,2.26842940068582,1130.9525,51014947,1.411,92,17.7476292261809,10.1682990695388,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.538461538461538,0.58974358974359,0.718,2.8928,NA,0.1294,10.39,6.27152074148878e-06,0,29444,1004,NA,NA,0
